experiment_id,initialization_timestamp,artifact_time_stamp,running_status,start_time,stop_time,execution_time,message,experiment_file_path,accuracy,is_model_accepted,created_time_stamp
a468f393-34b2-46b2-982f-56da0be75804,22-08-07-19-13-59,22-08-07-19-13-59,True,2022-08-07 19:14:00.558212,,,Pipeline has been started.,experiment.csv,,,2022-08-07 19:14:00.558731
a468f393-34b2-46b2-982f-56da0be75804,22-08-07-19-13-59,22-08-07-19-13-59,False,2022-08-07 19:14:00.558212,2022-08-07 19:14:43.209916,0 days 00:00:42.651704,Pipeline has been completed.,experiment.csv,0.8598657545376635,True,2022-08-07 19:14:43.209916
